ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RGS4,506.9171359,2.52500472,0.287599085,8.779599274,1.64E-18,3.31E-17
SYT5,29.83996974,2.530293355,0.415785926,6.085567585,1.16E-09,7.56E-09
ELOVL3,48.20743784,2.539253558,0.302284938,8.400198737,4.46E-17,7.48E-16
IRGM,5.646191752,2.542716249,0.462216505,5.501136853,3.77E-08,1.96E-07
NLRP7,123.2591628,2.545123206,0.394445779,6.452403202,1.10E-10,8.26E-10
ODZ2,9019.366479,2.546160863,0.233146811,10.92084792,9.16E-28,5.43E-26
DKK1,861.0557247,2.556646153,0.378655906,6.751898252,1.46E-11,1.22E-10
EN1,342.1637515,2.557230683,0.314881037,8.121259714,4.61E-16,6.77E-15
OR1F1,2.41645519,2.56208978,0.522714062,4.901513022,9.51E-07,4.00E-06
SALL4,43.20773604,2.566221319,0.317288201,8.087982194,6.07E-16,8.72E-15
MPP4,16.0850864,2.57049194,0.36442576,7.053540729,1.74E-12,1.64E-11
SLC22A20,124.026512,2.571898133,0.304367502,8.449976159,2.91E-17,5.02E-16
COL1A2,138252.4179,2.574196611,0.298332574,8.628613963,6.21E-18,1.16E-16
SPINK6,918.5572447,2.575251538,0.547380315,4.704684237,2.54E-06,9.92E-06
BST2,14278.03043,2.581890211,0.258378052,9.992683944,1.64E-23,6.08E-22
SSX1,1.419704527,2.583018596,0.734488283,3.516759429,0.00043685,0.001153862
GJC1,644.9681049,2.583974355,0.205700109,12.56185212,3.42E-36,5.35E-34
TBX4,25.26175377,2.58696042,0.431798653,5.99112665,2.08E-09,1.30E-08
TMPRSS15,5.698988145,2.587528004,0.798458159,3.240655724,0.001192551,0.002891594
GPR39,449.5080136,2.589627469,0.246834798,10.49133869,9.47E-26,4.54E-24
AJAP1,481.0348386,2.592086901,0.369357328,7.017829895,2.25E-12,2.08E-11
GPR144,5.937478293,2.597182526,0.436516366,5.949794161,2.68E-09,1.65E-08
PIWIL1,7.830069296,2.600869263,0.553395192,4.69984073,2.60E-06,1.01E-05
HIST1H1T,1.251006059,2.603588755,0.528043206,4.930635833,8.20E-07,3.48E-06
CGB2,6.928500823,2.603877838,0.412475832,6.312800983,2.74E-10,1.96E-09
TSKS,121.2982758,2.604211515,0.43495822,5.98726819,2.13E-09,1.33E-08
LHB,11.56627286,2.606369409,0.37868624,6.882662038,5.87E-12,5.17E-11
VCX,2.502362395,2.607337216,0.82957193,3.142991127,0.001672309,0.003934647
P4HA3,213.5554508,2.608115106,0.288235352,9.048560801,1.45E-19,3.35E-18
TINAG,1.936082586,2.610978621,0.572736717,4.558776388,5.15E-06,1.90E-05
DMRT1,5.961232774,2.613546278,0.611961225,4.270771042,1.95E-05,6.54E-05
MFAP2,3943.168183,2.616532041,0.203952165,12.82914569,1.13E-37,2.09E-35
LEPREL1,5391.179812,2.62024711,0.283541007,9.241157533,2.44E-20,6.19E-19
CHAT,2.702669719,2.621534954,0.925574163,2.832333766,0.004620959,0.009867097
LCE1A,17.73824113,2.622790491,0.714394123,3.671349481,0.000241273,0.000667962
CDX2,25.26987557,2.623516829,0.771166857,3.402009312,0.000668924,0.001705974
PSG1,2.586910044,2.625112081,0.581609729,4.513528485,6.38E-06,2.33E-05
TERT,20.21835462,2.62720269,0.308687291,8.510887132,1.73E-17,3.05E-16
PNMA5,38.34056601,2.63007927,0.605935337,4.340527956,1.42E-05,4.90E-05
HTR7,600.2959096,2.631699478,0.25970067,10.13358757,3.92E-24,1.57E-22
CDX1,25.15259791,2.632164938,0.336399203,7.824527856,5.10E-15,6.62E-14
C9orf173,2.732301688,2.63312685,0.768742287,3.425240025,0.000614256,0.001576078
ADAMTS6,103.4161437,2.64038795,0.2527577,10.44632053,1.52E-25,7.08E-24
MEPE,2.107617934,2.646254174,0.553456931,4.781319065,1.74E-06,7.01E-06
SSX6,3.813372716,2.648834156,0.673352644,3.933799297,8.36E-05,0.000250993
PRMT8,32.84944382,2.651953337,0.604700906,4.385562038,1.16E-05,4.04E-05
FRG2B,1.727000663,2.652827362,0.753794591,3.519297423,0.000432691,0.001143336
GOLGA8C,5.997850482,2.657254825,0.54370269,4.887330658,1.02E-06,4.28E-06
PPP4R4,254.6371076,2.65788583,0.28176152,9.43310438,3.98E-21,1.12E-19
PADI3,1208.926234,2.664385343,0.390555536,6.822039622,8.98E-12,7.69E-11
KIAA1644,850.1542851,2.679163515,0.288784941,9.27736574,1.74E-20,4.51E-19
LRRN4,30.63713011,2.679559914,0.405329905,6.610812289,3.82E-11,3.04E-10
RFX8,15.35016533,2.6850334,0.321813065,8.343456777,7.21E-17,1.17E-15
ASPN,2102.100516,2.685187752,0.332576291,8.07390011,6.81E-16,9.74E-15
STC2,1251.942127,2.685438169,0.248843675,10.79166737,3.77E-27,2.08E-25
CCDC38,3.848977665,2.685439876,0.715310187,3.754231276,0.000173874,0.000494338
RXFP3,1.621701696,2.685872343,0.516619738,5.19893482,2.00E-07,9.30E-07
C1QTNF6,2312.232328,2.693183636,0.200474566,13.43404148,3.82E-41,1.20E-38
FRG2C,2.024103604,2.697104961,0.759183342,3.552639805,0.000381386,0.001019583
LOC340508,2.977753085,2.703016694,0.503590163,5.367493038,7.98E-08,3.94E-07
ZPLD1,12.6561785,2.704051332,0.390065079,6.932308172,4.14E-12,3.71E-11
C6orf10,25.86544434,2.705624892,0.443501051,6.100605367,1.06E-09,6.93E-09
SLCO6A1,6.948842275,2.708529685,0.494644747,5.475706959,4.36E-08,2.24E-07
SOX11,114.3777687,2.709520273,0.311281695,8.70439964,3.19E-18,6.17E-17
DLL3,33.47229839,2.713478809,0.386405769,7.022355847,2.18E-12,2.02E-11
CYP27B1,641.7948557,2.716210066,0.250463024,10.84475474,2.11E-27,1.19E-25
OASL,3274.691369,2.721433348,0.296498273,9.17858077,4.37E-20,1.08E-18
HHIPL2,35.40012799,2.722879217,0.460147856,5.917400642,3.27E-09,1.98E-08
LILRA3,92.20621459,2.723242104,0.333459279,8.166640661,3.17E-16,4.74E-15
LHX3,16.58180191,2.725997771,0.539353687,5.054193264,4.32E-07,1.91E-06
TMEM114,2.06785275,2.727352119,0.803372704,3.394877751,0.000686593,0.00174677
4-Mar,14.58189357,2.728651944,0.343835348,7.935926188,2.09E-15,2.82E-14
CXCL10,7541.50912,2.734131596,0.402318605,6.795936266,1.08E-11,9.14E-11
NPW,68.7919824,2.735317795,0.409096301,6.686244258,2.29E-11,1.87E-10
SH2D5,910.2470856,2.736715927,0.312911737,8.745967642,2.21E-18,4.36E-17
LOC100101938,2.571929067,2.741202886,0.702500648,3.902064565,9.54E-05,0.00028381
NLRP10,58.71879419,2.741542702,0.455919015,6.013222983,1.82E-09,1.15E-08
LOC731789,3.240133558,2.742755441,0.74210994,3.695888295,0.000219119,0.000612013
ALB,11.72056879,2.749135824,0.57233703,4.803351309,1.56E-06,6.32E-06
QRFPR,71.76371278,2.750406214,0.713828895,3.853032898,0.000116664,0.000341471
C20orf103,346.5344652,2.755369256,0.293077758,9.401495624,5.38E-21,1.49E-19
PROC,165.8775066,2.756017814,0.314632268,8.759488762,1.96E-18,3.90E-17
C1QL1,95.94868432,2.756858654,0.309558691,8.905770485,5.30E-19,1.13E-17
GBP5,5493.884812,2.761096319,0.369153768,7.479529019,7.46E-14,8.28E-13
HOXC4,86.03044582,2.767568231,0.253798539,10.90458695,1.10E-27,6.45E-26
TRPA1,40.90149708,2.771707154,0.357724263,7.748166503,9.32E-15,1.16E-13
CRYAA,1.740490176,2.774498869,0.673330606,4.120559566,3.78E-05,0.00012088
LOC286467,20.66779622,2.77777882,0.362992319,7.652445183,1.97E-14,2.33E-13
KLHDC7B,1460.305164,2.783819412,0.374899388,7.425510687,1.12E-13,1.22E-12
GNLY,1081.608932,2.784029344,0.316043666,8.809002174,1.26E-18,2.59E-17
NECAB2,15.48466517,2.785171772,0.442265049,6.297517247,3.02E-10,2.14E-09
ONECUT3,1.340225139,2.786800101,1.102241594,2.52830243,0.011461557,0.022402546
ADAMTS2,1603.538464,2.789873555,0.287507194,9.703665213,2.91E-22,9.32E-21
ZIC2,276.0618222,2.790727139,0.286448867,9.742496678,1.99E-22,6.47E-21
FGL1,9.372719358,2.793231314,0.523561844,5.335055153,9.55E-08,4.66E-07
CXorf48,2.652473236,2.798310222,0.787747703,3.552292458,0.00038189,0.001020655
FST,3531.089574,2.799125014,0.263943106,10.60503172,2.82E-26,1.41E-24
RAET1K,12.03516557,2.809918186,0.312594849,8.989009879,2.49E-19,5.54E-18
DIRC1,6.552164852,2.817608241,0.451626638,6.238799944,4.41E-10,3.05E-09
SIGLEC12,95.90300424,2.826384368,0.367307927,7.694863526,1.42E-14,1.72E-13
SH2D4B,9.897246384,2.843064821,0.352417929,8.067310401,7.19E-16,1.02E-14
SLAMF9,73.57510857,2.853254725,0.366107696,7.793484696,6.52E-15,8.32E-14
PASD1,2.773561883,2.853614361,1.12788016,2.530068763,0.011404017,0.022307661
SPP1,10696.81872,2.863065666,0.395042958,7.247479307,4.25E-13,4.28E-12
CDKN2BAS,42.52893927,2.86390589,0.340775115,8.40409339,4.31E-17,7.26E-16
BMP8A,397.807768,2.865453274,0.243515421,11.76703004,5.77E-32,5.30E-30
TMEM88B,3.504433518,2.876521278,0.589299398,4.881256095,1.05E-06,4.40E-06
RETNLB,1.527273713,2.876867711,0.767019882,3.750708133,0.000176336,0.000500333
SYT16,5.619939776,2.885058341,0.510357343,5.653016224,1.58E-08,8.68E-08
COL3A1,163623.9807,2.888894166,0.312735561,9.237498164,2.52E-20,6.39E-19
KRTAP19-1,1.657812435,2.891128926,0.86680884,3.335370836,0.000851857,0.002126053
RSAD2,3370.756603,2.896980127,0.295940054,9.789077509,1.25E-22,4.18E-21
COL4A6,2012.08893,2.899309877,0.262197159,11.0577471,2.01E-28,1.27E-26
LOC283867,4.664171799,2.912192333,0.534487955,5.448564941,5.08E-08,2.59E-07
RTBDN,13.96864624,2.91253417,0.462020327,6.303909155,2.90E-10,2.06E-09
CCNA1,703.4083782,2.912776543,0.405011945,7.191828723,6.39E-13,6.32E-12
TREML3,10.606556,2.91941178,0.4620471,6.31842897,2.64E-10,1.89E-09
OR51B4,2.37458333,2.926728123,1.019103135,2.87186647,0.004080553,0.008812769
SLC24A2,15.41710784,2.931491847,0.37693133,7.777257061,7.41E-15,9.40E-14
H2BFWT,2.393492765,2.931649797,0.729756572,4.017298244,5.89E-05,0.000182002
DNAH17,1592.438556,2.933373277,0.334078153,8.78050016,1.63E-18,3.29E-17
DKFZp686A1627,3.427706173,2.934924224,1.139044253,2.576655136,0.009976143,0.019771898
WNT7A,463.5649921,2.939934887,0.291991021,10.06857977,7.61E-24,2.92E-22
ICAM5,132.3031854,2.94745129,0.252193562,11.68725827,1.48E-31,1.32E-29
NELL2,3478.11045,2.950672297,0.345149597,8.548966367,1.24E-17,2.23E-16
HIST1H2BO,11.11642172,2.951011423,0.378709888,7.792274543,6.58E-15,8.39E-14
TRIM15,15.99979172,2.968031779,0.466474151,6.362692926,1.98E-10,1.44E-09
C21orf90,4.687338892,2.968617301,0.624735944,4.751795266,2.02E-06,8.01E-06
PNLDC1,144.9096998,2.969130036,0.596239536,4.979760408,6.37E-07,2.75E-06
C1QL4,19.98437956,2.992600447,0.429169615,6.973001679,3.10E-12,2.82E-11
IL28A,1.661137482,2.993211911,0.719948249,4.157537595,3.22E-05,0.00010413
KC6,17.03032316,2.9934955,0.549253505,5.450116339,5.03E-08,2.57E-07
TREM1,478.8241271,3.000673961,0.304801099,9.84469534,7.23E-23,2.51E-21
DMBX1,15.9547201,3.004131145,0.464897833,6.461916857,1.03E-10,7.79E-10
KCNK9,26.58893092,3.022138548,0.401452572,7.528008938,5.15E-14,5.79E-13
NPBWR1,35.06689528,3.022429362,0.435852881,6.934517345,4.08E-12,3.65E-11
CRYBA2,17.07739802,3.026105403,0.483928473,6.253208013,4.02E-10,2.80E-09
CALHM3,7.198305793,3.02953382,0.59376866,5.102212405,3.36E-07,1.50E-06
TM4SF19,805.9779551,3.033723949,0.244979157,12.38360026,3.21E-35,4.51E-33
KISS1,11.14305569,3.043071783,0.557220787,5.461159839,4.73E-08,2.42E-07
HTR3E,2.241919438,3.048391166,0.586402206,5.198464699,2.01E-07,9.32E-07
LPPR5,10.51364669,3.057133264,0.449783647,6.796897323,1.07E-11,9.09E-11
COL12A1,19068.98275,3.06436479,0.231606786,13.2308938,5.82E-40,1.67E-37
CD70,174.0340735,3.066320494,0.347551494,8.822636481,1.12E-18,2.32E-17
PDX1,7.856728331,3.069436503,0.655365847,4.68354663,2.82E-06,1.09E-05
SLCO1B1,5.829793127,3.07540611,0.603339837,5.097303245,3.45E-07,1.54E-06
LOXL2,4129.403572,3.086727871,0.222698905,13.86054358,1.10E-43,5.07E-41
PDZK1,64.36351343,3.090066864,0.38595728,8.006240646,1.18E-15,1.64E-14
ONECUT2,67.07584455,3.094036275,0.297374723,10.40450325,2.36E-25,1.08E-23
IGFL3,109.3580191,3.100114502,0.518758913,5.976021662,2.29E-09,1.42E-08
CDKN2A,1432.553282,3.102805494,0.435881773,7.118456625,1.09E-12,1.05E-11
SERPINE1,21529.34322,3.105883927,0.265054209,11.71791965,1.03E-31,9.39E-30
PNCK,194.6650566,3.109868597,0.428907175,7.25067981,4.15E-13,4.18E-12
C9orf53,3.298229117,3.114634414,0.617390594,5.044836196,4.54E-07,1.99E-06
ZIC5,144.5446981,3.115137331,0.351536905,8.86148023,7.90E-19,1.66E-17
COL5A2,18229.44336,3.118099287,0.262868309,11.86183036,1.87E-32,1.84E-30
IFI6,23244.08457,3.121433014,0.273186063,11.42603314,3.10E-30,2.38E-28
IGF2BP3,1143.594314,3.122287758,0.303528126,10.28665053,8.09E-25,3.51E-23
HIST1H3G,28.32590957,3.127577999,0.345639083,9.048681557,1.45E-19,3.35E-18
HAPLN1,127.3891414,3.128465489,0.267411398,11.69907307,1.29E-31,1.16E-29
PAGE2B,5.457056314,3.135168787,0.932805727,3.361009367,0.000776582,0.001955402
WT1,11.54316723,3.138443781,0.598452041,5.244269495,1.57E-07,7.40E-07
APOH,1.967886005,3.141623189,1.018310964,3.085131457,0.002034622,0.004699053
CNTD2,53.09281707,3.144109536,0.343239897,9.160093449,5.19E-20,1.27E-18
IDO1,2203.992675,3.146588127,0.396270197,7.940511684,2.01E-15,2.73E-14
WNT2,236.2408102,3.149864413,0.340736923,9.244270883,2.37E-20,6.03E-19
ANXA13,32.77081002,3.155130163,0.405013067,7.79019351,6.69E-15,8.53E-14
OR6C70,1.733619469,3.158137458,0.864199207,3.654409115,0.000257775,0.00071008
HOTAIR,19.53757435,3.158180288,0.357150251,8.842721739,9.34E-19,1.96E-17
FGG,8.84145597,3.159335802,0.686025153,4.605276918,4.12E-06,1.55E-05
HOXB13,50.94830918,3.163708039,0.587368718,5.386238561,7.19E-08,3.57E-07
DUSP9,325.0757994,3.165798023,0.309789912,10.21917726,1.63E-24,6.77E-23
C17orf93,4.499097043,3.179504289,0.879212519,3.616309165,0.000298833,0.000813915
CNGB3,21.86110988,3.191782776,0.411231682,7.761519634,8.39E-15,1.05E-13
BAGE,2.344675608,3.192520802,1.416480126,2.253840871,0.024206181,0.043756393
C3orf72,37.6285273,3.198942938,0.405314496,7.892495756,2.96E-15,3.95E-14
LIM2,4.158129241,3.20666229,0.806597957,3.97553981,7.02E-05,0.000214124
SMCP,2.703613805,3.218318208,0.682924162,4.712555782,2.45E-06,9.57E-06
PTPRN,78.62246124,3.222674184,0.383338007,8.406873633,4.21E-17,7.10E-16
KRTAP4-1,15.59305872,3.225943894,0.374751178,8.608228825,7.42E-18,1.37E-16
FN1,112035.9221,3.234458441,0.330271503,9.793331884,1.20E-22,4.02E-21
HSD17B3,37.85800401,3.236639759,0.474608062,6.819605513,9.13E-12,7.81E-11
SMC1B,24.33657618,3.238958789,0.516464097,6.271411334,3.58E-10,2.50E-09
GNGT1,12.2178823,3.241737702,0.382026398,8.485637961,2.15E-17,3.75E-16
OR51B5,2.9580531,3.242560774,1.004440133,3.228227017,0.001245601,0.003007726
COL22A1,941.9140095,3.245034156,0.403543192,8.041355228,8.89E-16,1.25E-14
PNPLA5,2.794335585,3.252200095,0.78534828,4.141092782,3.46E-05,0.000111196
DRD5,12.8081358,3.252761213,0.473472235,6.870014699,6.42E-12,5.61E-11
LAMA3,27391.78953,3.256892944,0.255644879,12.73991075,3.55E-37,6.28E-35
FIBCD1,72.73740964,3.258949967,0.392325043,8.306759986,9.84E-17,1.56E-15
LOC100216001,89.08673487,3.258955639,0.314830868,10.3514489,4.12E-25,1.85E-23
HDGFL1,2.004302828,3.259643875,0.775356746,4.204056894,2.62E-05,8.60E-05
GDPD2,684.9642383,3.262252966,0.400256127,8.150413558,3.63E-16,5.38E-15
COL5A1,26789.33495,3.264039872,0.256355359,12.73248152,3.90E-37,6.73E-35
SOX1,39.71026871,3.273125119,0.577312347,5.669591406,1.43E-08,7.92E-08
ADAMTS12,506.6611074,3.273797269,0.345083316,9.48697638,2.38E-21,6.93E-20
HOXC9,78.0775467,3.295869597,0.278180582,11.84794991,2.21E-32,2.10E-30
EPYC,11.09746221,3.296247728,0.556824904,5.919720371,3.22E-09,1.96E-08
ADAM12,2866.127807,3.307500583,0.287846472,11.49050241,1.47E-30,1.17E-28
HOXD10,407.6152168,3.311069484,0.269957113,12.26516851,1.39E-34,1.84E-32
ARTN,503.0235413,3.312004349,0.247069176,13.40517016,5.64E-41,1.75E-38
GUCA1C,1.939658988,3.321015845,0.617784785,5.375684099,7.63E-08,3.77E-07
CT62,12.02102377,3.325452877,0.457496864,7.268799277,3.63E-13,3.70E-12
NPSR1,5.801624755,3.334966151,0.561298581,5.941518936,2.82E-09,1.73E-08
DUSP5P,22.78078969,3.34173459,0.35014514,9.543855402,1.38E-21,4.12E-20
POSTN,16829.83605,3.347875608,0.331899173,10.08702605,6.31E-24,2.45E-22
WISP1,562.8122519,3.348829775,0.289738213,11.55812257,6.72E-31,5.55E-29
PDIA2,50.81684757,3.354447851,0.537724201,6.238231128,4.43E-10,3.05E-09
PRDM13,18.36636806,3.354690253,0.593246,5.654804676,1.56E-08,8.59E-08
ZAN,49.57511001,3.359642187,0.434015688,7.740831218,9.88E-15,1.22E-13
ZNF280A,7.733667632,3.363964002,0.796301467,4.224485502,2.39E-05,7.91E-05
SERPINA9,33.08806324,3.390827765,0.498425469,6.803078841,1.02E-11,8.72E-11
CHIT1,640.815247,3.399194105,0.493402069,6.889298443,5.61E-12,4.95E-11
C14orf34,93.7204652,3.399833085,0.344816476,9.859833636,6.22E-23,2.17E-21
HOXC11,111.6154392,3.401427252,0.287038618,11.85006837,2.15E-32,2.08E-30
NTSR1,98.52158232,3.401968253,0.510206252,6.667829412,2.60E-11,2.10E-10
FGF5,31.39452799,3.404198851,0.441830247,7.704766423,1.31E-14,1.60E-13
PTX4,7.805389266,3.411041335,0.817903023,4.170471607,3.04E-05,9.88E-05
NKX6-1,13.92718734,3.418697814,0.424863515,8.04657894,8.51E-16,1.20E-14
ACTL8,24.99342741,3.424104412,0.549264315,6.233983021,4.55E-10,3.13E-09
HOXC6,89.38113552,3.430253922,0.252278445,13.59709477,4.17E-42,1.43E-39
FAM133A,32.7263576,3.439144511,0.750539305,4.582231052,4.60E-06,1.72E-05
AIM2,1082.528848,3.440607705,0.265203408,12.97346718,1.73E-38,3.77E-36
ACPT,4.165159256,3.450103005,0.71452137,4.82855118,1.38E-06,5.62E-06
MAGEA5,3.404673377,3.451660357,0.610406326,5.654692969,1.56E-08,8.60E-08
SPINK1,10.27509613,3.452724383,0.570897973,6.047883412,1.47E-09,9.40E-09
TH,169.192064,3.454983949,0.468962174,7.367297704,1.74E-13,1.85E-12
CACNA1B,105.5671337,3.457334628,0.505795268,6.83544281,8.18E-12,7.05E-11
NETO1,16.88368075,3.465978316,0.490652418,7.064019638,1.62E-12,1.53E-11
CSMD2,136.8745802,3.484846493,0.334388739,10.42154263,1.98E-25,9.14E-24
FBN2,1722.313465,3.493974388,0.340011346,10.27605233,9.04E-25,3.91E-23
RDH8,4.336760166,3.497763536,0.515780173,6.781500564,1.19E-11,1.00E-10
HOXD11,432.280804,3.519077213,0.297827283,11.81583226,3.23E-32,3.05E-30
CXCL11,2687.898175,3.520342314,0.440327465,7.994827925,1.30E-15,1.80E-14
HBE1,12.89826583,3.527345616,0.819668664,4.303379852,1.68E-05,5.72E-05
SLC22A1,77.70159621,3.53063126,0.397981523,8.871344659,7.23E-19,1.53E-17
KRT37,39.79948273,3.53717125,0.535372562,6.606934123,3.92E-11,3.11E-10
COL1A1,253862.4886,3.537687957,0.297172286,11.90450159,1.12E-32,1.15E-30
CEBPE,22.30004479,3.541036353,0.437509926,8.093613744,5.79E-16,8.35E-15
RTP3,20.93404438,3.544628432,0.610353023,5.80750533,6.34E-09,3.69E-08
WIT1,2.597723738,3.549513058,0.748533632,4.741955346,2.12E-06,8.36E-06
OR2L2,3.213162312,3.551802897,0.65814439,5.396692504,6.79E-08,3.39E-07
MYL7,5.982628879,3.55255395,0.747289148,4.7539215,2.00E-06,7.94E-06
NCRNA00162,189.8278738,3.560527268,0.453940904,7.843592062,4.38E-15,5.73E-14
FLJ36000,2.455385099,3.563239393,1.075068768,3.314429271,0.000918304,0.002276026
HOXC5,27.85709119,3.570550369,0.299092906,11.93793066,7.51E-33,7.96E-31
MYH16,22.09031376,3.571500667,0.395916296,9.020847854,1.87E-19,4.25E-18
SPOCD1,401.4802787,3.573308715,0.259550607,13.7672909,4.01E-43,1.69E-40
PSG5,17.99950257,3.586298083,0.531710894,6.74482716,1.53E-11,1.27E-10
PYY2,245.5163056,3.58801043,0.406950332,8.816826396,1.18E-18,2.43E-17
RGPD8,4.04630657,3.595048279,1.563622076,2.299179792,0.021494732,0.039386163
1-Dec,9.778390658,3.596977159,0.540850567,6.650593306,2.92E-11,2.35E-10
SP8,16.02527811,3.605443792,0.544356058,6.623318949,3.51E-11,2.80E-10
DPF1,167.2370986,3.617896654,0.247483554,14.61873567,2.13E-48,1.46E-45
MS4A15,6.655999796,3.638389907,0.58821413,6.185485395,6.19E-10,4.17E-09
PTCHD2,48.16621185,3.640070627,0.444391935,8.19112666,2.59E-16,3.90E-15
HTR1D,43.12314935,3.644450838,0.345947472,10.53469422,5.98E-26,2.94E-24
OR2B6,3.121076266,3.681743928,0.579893716,6.348997802,2.17E-10,1.57E-09
CREG2,56.86585781,3.683872192,0.381949002,9.644932108,5.16E-22,1.62E-20
HMX2,6.14747653,3.686790579,0.830873438,4.437246892,9.11E-06,3.24E-05
DSCAM,75.81478644,3.699791925,0.422525625,8.756372882,2.02E-18,4.00E-17
GRP,59.01903724,3.705178869,0.456266215,8.120651373,4.64E-16,6.80E-15
MYO7B,213.7463855,3.710890212,0.426618239,8.69838622,3.37E-18,6.48E-17
C4orf26,23.37563722,3.71695406,0.477306923,7.787345789,6.84E-15,8.71E-14
CCL11,137.7927939,3.718371328,0.344688919,10.78761494,3.94E-27,2.16E-25
HOXC8,64.6402077,3.718919378,0.305923369,12.15637558,5.31E-34,6.46E-32
KHDC1L,323.2718836,3.720235528,0.371060668,10.02594954,1.17E-23,4.40E-22
GBX2,24.60386848,3.721753644,0.362514527,10.26649519,9.98E-25,4.29E-23
REG1A,3.587358654,3.721985481,0.992221705,3.751163134,0.000176016,0.000499783
CGB1,2.564234278,3.722865545,0.727909083,5.114465022,3.15E-07,1.42E-06
ROS1,165.5920691,3.736832464,0.511302095,7.308463043,2.70E-13,2.80E-12
PAGE1,2.608392968,3.743885288,1.507758711,2.48307986,0.013025188,0.025114852
MMP3,7371.985821,3.745206315,0.364906896,10.2634572,1.03E-24,4.41E-23
HOXC10,272.7696348,3.755352827,0.3836277,9.789055457,1.25E-22,4.18E-21
F2,3.440807364,3.757359855,0.736285741,5.103127288,3.34E-07,1.50E-06
MMP9,10464.53892,3.759932715,0.294549833,12.76501393,2.57E-37,4.64E-35
HTR2C,43.33928469,3.763445612,0.610390312,6.165637853,7.02E-10,4.70E-09
HOXB7,357.4820518,3.772623336,0.323632128,11.65713478,2.11E-31,1.86E-29
MMP12,2919.036609,3.775635075,0.29569784,12.76855817,2.46E-37,4.47E-35
FLJ44054,2.846751276,3.775974139,0.646090299,5.844344272,5.09E-09,3.00E-08
NKX2-1,8.904004436,3.779446618,0.638917935,5.915386641,3.31E-09,2.01E-08
AMTN,1237.823024,3.785426678,0.513986471,7.364837191,1.77E-13,1.89E-12
ISG15,16946.32097,3.794581409,0.290152667,13.07787881,4.41E-39,1.14E-36
GRIN2D,613.3071813,3.797239609,0.293629378,12.93208339,2.97E-38,6.26E-36
CXorf49B,115.8353405,3.802307527,0.467954849,8.125372648,4.46E-16,6.57E-15
GPR158,211.038849,3.808928849,0.343116505,11.10097822,1.24E-28,8.07E-27
MMP10,10108.50643,3.820605257,0.404232708,9.451499538,3.34E-21,9.53E-20
HOXD13,203.8803525,3.839804222,0.40395761,9.505463262,1.99E-21,5.84E-20
TGFBI,51616.27693,3.844947411,0.243448071,15.79370665,3.44E-56,3.59E-53
PTHLH,9653.705143,3.883503863,0.261701118,14.83946227,8.14E-50,6.46E-47
IL29,8.214374767,3.894809783,0.547646593,7.111903613,1.14E-12,1.10E-11
POU6F2,17.41768946,3.895715461,0.696612075,5.592374294,2.24E-08,1.21E-07
C11orf87,59.2577052,3.911010204,0.571097556,6.848234881,7.48E-12,6.48E-11
FOXL2,126.9321367,3.913137102,0.365465969,10.70725438,9.41E-27,4.93E-25
SLC5A12,65.98470981,3.919532094,0.443657486,8.834590246,1.00E-18,2.10E-17
LHX9,24.1326114,3.924328519,0.5341105,7.34740942,2.02E-13,2.12E-12
SOST,79.43838421,3.931950434,0.450822393,8.721728329,2.74E-18,5.34E-17
NAA11,2.964063621,3.932605087,1.528171865,2.57340498,0.010070329,0.019944621
DMRTA2,79.07269865,3.942954163,0.635914908,6.20044304,5.63E-10,3.82E-09
ANXA10,19.7958086,3.944142958,0.566528483,6.961949977,3.36E-12,3.03E-11
SPATA21,3.425013269,3.946805586,1.379850682,2.860313537,0.004232224,0.009115523
MIOX,8.637622067,3.953697586,0.633074029,6.245237374,4.23E-10,2.93E-09
FAM71F1,5.235193978,3.979938275,0.654459302,6.081261679,1.19E-09,7.75E-09
SFTA1P,47.51841992,4.005085662,0.432851634,9.252790901,2.19E-20,5.61E-19
NCRNA00052,8.570073838,4.032743923,0.691287254,5.833673196,5.42E-09,3.18E-08
PSG6,3.441538724,4.043777546,0.752242607,5.375629496,7.63E-08,3.77E-07
ZNF114,244.9644088,4.050807281,0.272933805,14.84172062,7.87E-50,6.46E-47
HOXA10,285.4776909,4.06895896,0.261465645,15.562117,1.32E-54,1.24E-51
FAM71E2,17.32537524,4.097175058,0.670628384,6.10945668,1.00E-09,6.57E-09
TCAM1P,35.02595767,4.111182015,0.583329835,7.047782868,1.82E-12,1.70E-11
PPAPDC1A,176.4185565,4.112306221,0.346644219,11.86318998,1.84E-32,1.81E-30
LST-3TM12,9.091615585,4.1286754,0.608248347,6.787811955,1.14E-11,9.65E-11
XAGE1D,7.253262941,4.147999709,1.176197192,3.526619292,0.000420902,0.0011156
ALPPL2,7.895603927,4.157170213,0.686584983,6.054851644,1.41E-09,9.03E-09
TRIML1,16.77007341,4.164702477,0.544148248,7.653617364,1.95E-14,2.31E-13
RNASE10,88.51851745,4.16675313,0.412171313,10.10927495,5.03E-24,1.98E-22
CNGB1,908.1233732,4.168815055,0.364217816,11.44593942,2.46E-30,1.92E-28
PPEF1,49.92497448,4.173826693,0.314747444,13.26087559,3.90E-40,1.16E-37
C20orf141,18.48174353,4.191969171,0.493686488,8.491156371,2.05E-17,3.60E-16
HKDC1,194.6082124,4.211439144,0.420859707,10.00675302,1.42E-23,5.33E-22
