ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
DCD,1.124649536,-26.66629988,4.747604711,-5.616790256,1.95E-08,1.06E-07
C4orf40,2257.009196,-15.00606514,0.988646462,-15.17839362,4.92E-52,4.24E-49
SMR3B,6770.024789,-13.37461051,1.502285209,-8.902843771,5.44E-19,1.16E-17
C20orf70,592.1326439,-12.78281023,1.327563491,-9.628775056,6.04E-22,1.89E-20
HTN3,499.7881403,-12.5903352,1.224594672,-10.2812265,8.56E-25,3.71E-23
LACRT,2.582523267,-12.34043659,3.0218791,-4.083696331,4.43E-05,0.000140093
HTN1,627.9296254,-12.27390018,1.02488336,-11.97589956,4.75E-33,5.12E-31
PRH2,2937.562253,-11.53195015,0.445033233,-25.91255956,4.81E-148,4.77E-144
PRB4,75.03878976,-11.33014328,0.923457108,-12.26926858,1.32E-34,1.76E-32
STATH,35189.27016,-11.28917651,0.948992291,-11.89596229,1.24E-32,1.27E-30
PRB3,1906.2452,-11.04707644,0.561584548,-19.67126139,3.80E-86,1.51E-82
SMR3A,99.37426336,-10.97010855,1.605674246,-6.832088499,8.37E-12,7.20E-11
CST5,52.12144466,-10.79351749,0.927143253,-11.6416934,2.53E-31,2.21E-29
LPO,1039.568977,-10.6137311,0.651666575,-16.28705768,1.22E-59,1.73E-56
AMY1A,995.392764,-9.976896857,0.476897608,-20.92041705,3.49E-97,2.31E-93
PROL1,21.60509778,-9.948161613,1.332425673,-7.46620379,8.25E-14,9.11E-13
KRTAP13-1,14.11343555,-9.792563192,1.376057672,-7.116390096,1.11E-12,1.07E-11
CSN3,104.3747687,-9.736130449,1.10947888,-8.77540855,1.70E-18,3.43E-17
KRTAP3-3,19.68637951,-9.258346807,1.187730042,-7.794992531,6.44E-15,8.23E-14
PIP,3417.064153,-9.18509902,1.12434882,-8.169261047,3.10E-16,4.65E-15
FAM55D,51.08360001,-8.9729865,0.62845006,-14.27796267,3.00E-46,1.75E-43
KRT36,1196.975059,-8.896467479,0.669753609,-13.28319453,2.90E-40,8.71E-38
CST2,274.3255823,-8.753970057,0.547695876,-15.98326816,1.67E-57,1.95E-54
UGT2B28,7.074749156,-8.531574262,1.057294215,-8.069252759,7.07E-16,1.01E-14
PRR4,6170.696643,-8.515525886,0.452306309,-18.82690053,4.55E-79,1.50E-75
PRH1,1584.28544,-8.362833904,0.294752375,-28.37240553,4.43E-177,8.79E-173
CST4,529.0178283,-8.007656309,0.566188129,-14.14310173,2.06E-45,1.10E-42
MUC7,37656.72987,-7.764840475,1.136189318,-6.834107974,8.25E-12,7.10E-11
ZG16B,24289.75982,-7.760347807,0.638049909,-12.1626031,4.92E-34,6.06E-32
UGT2B11,5.321536894,-7.559743023,1.64133013,-4.605863795,4.11E-06,1.55E-05
KLK1,1700.836038,-7.525971875,0.368824091,-20.40531534,1.50E-92,7.44E-89
KRTAP3-2,28.30372625,-7.45557179,0.813578374,-9.163925727,5.00E-20,1.23E-18
C20orf85,7.563099279,-7.443603553,0.977349594,-7.61611157,2.61E-14,3.04E-13
LOC93432,3.862574233,-7.362392812,0.943869184,-7.800225851,6.18E-15,7.93E-14
MYOC,103.8145471,-7.336345663,0.715629332,-10.2516,1.16E-24,4.91E-23
LOC100124692,15.26522699,-7.205921439,0.744610523,-9.677437013,3.76E-22,1.20E-20
C20orf114,12158.54806,-7.070053963,0.901238433,-7.844820757,4.34E-15,5.68E-14
TEKT1,3.389561237,-7.027987612,0.814689768,-8.626581416,6.32E-18,1.18E-16
CA6,87.85277041,-6.914875245,0.590532481,-11.70955954,1.14E-31,1.03E-29
THRSP,35.73818707,-6.909458257,0.534884605,-12.91766148,3.58E-38,7.32E-36
KRTAP13-2,37.85263013,-6.878812667,1.114058296,-6.174553605,6.64E-10,4.45E-09
CSN2,4.149224159,-6.8398213,1.022118543,-6.691808253,2.20E-11,1.81E-10
FABP7,104.1850436,-6.820938351,0.470811278,-14.48762736,1.45E-47,9.59E-45
AMY2A,14.96063525,-6.810142582,0.522082419,-13.0441906,6.86E-39,1.70E-36
C6orf58,977.8793745,-6.755199532,0.916618686,-7.369694328,1.71E-13,1.82E-12
KRT85,40.1974562,-6.605442563,0.539996922,-12.23237078,2.09E-34,2.65E-32
EDN3,129.1749428,-6.596595615,0.591252482,-11.15698593,6.62E-29,4.39E-27
CRISP3,2802.191591,-6.521534087,0.646371298,-10.08945494,6.15E-24,2.39E-22
CFTR,183.5553183,-6.505077486,0.578540284,-11.24394907,2.48E-29,1.71E-27
CLCNKB,66.99064477,-6.463154041,0.498969064,-12.95301553,2.26E-38,4.87E-36
C10orf129,1.291316741,-6.389221856,1.242169709,-5.14359818,2.70E-07,1.23E-06
CALML6,61.90096665,-6.313182677,0.530023387,-11.91113983,1.04E-32,1.08E-30
C9orf135,6.871570885,-6.283297319,0.979587129,-6.41423017,1.42E-10,1.05E-09
TMEM213,129.7288974,-6.248779245,0.966477817,-6.465517506,1.01E-10,7.63E-10
CYP2F1,40.18665183,-6.218580812,0.743931313,-8.359079266,6.32E-17,1.04E-15
LRRC26,66.60772318,-6.215651516,0.62873738,-9.885926478,4.79E-23,1.69E-21
MRAP,3.284417642,-6.211778644,1.017709066,-6.103688028,1.04E-09,6.80E-09
KRT84,980.592122,-6.210500046,0.576110769,-10.78004505,4.28E-27,2.32E-25
HSD3B1,1.849933818,-6.200178726,1.297236294,-4.779529186,1.76E-06,7.06E-06
SLC5A8,14.97129485,-6.185234939,0.916893682,-6.745858394,1.52E-11,1.27E-10
KRTAP3-1,44.05979354,-6.165528767,0.843593945,-7.308645119,2.70E-13,2.80E-12
PIGR,7724.094353,-6.154907817,0.613552422,-10.0315924,1.11E-23,4.20E-22
GP2,12.50471396,-6.093390147,0.957444203,-6.364224808,1.96E-10,1.43E-09
SLC13A2,60.59323847,-6.088259875,0.612537753,-9.93940348,2.81E-23,1.02E-21
LRTM1,15.37523215,-5.924410639,0.718404047,-8.24662759,1.63E-16,2.52E-15
ASCL3,8.250541307,-5.918173961,1.025491912,-5.771058643,7.88E-09,4.52E-08
CHRM1,57.22275114,-5.904419016,0.629680135,-9.376854507,6.80E-21,1.86E-19
CIDEC,38.9104136,-5.881262363,0.456300679,-12.88900639,5.19E-38,1.00E-35
PLUNC,1516.942283,-5.832547665,1.277128153,-4.566924353,4.95E-06,1.84E-05
PLIN1,112.298261,-5.795403233,0.44669327,-12.97401063,1.72E-38,3.77E-36
KRTAP11-1,16.99152433,-5.785132886,0.873171619,-6.625424788,3.46E-11,2.76E-10
SOX10,164.157381,-5.777250806,0.458195449,-12.60870403,1.89E-36,3.07E-34
LTF,24358.58611,-5.761468784,0.632551089,-9.108305847,8.37E-20,1.99E-18
C16orf89,69.65903644,-5.758920879,0.467199911,-12.3264597,6.53E-35,8.87E-33
FBP2,115.8550922,-5.731214261,0.636542788,-9.003659094,2.18E-19,4.92E-18
FAM55B,12.8807764,-5.713059346,0.689646239,-8.284043364,1.19E-16,1.87E-15
ADIPOQ,229.1325548,-5.687002289,0.965990253,-5.887225331,3.93E-09,2.35E-08
ADH1B,335.0609389,-5.685286113,0.607774792,-9.354264427,8.42E-21,2.26E-19
DMBT1,4798.791762,-5.67486496,0.631951339,-8.979908117,2.71E-19,5.97E-18
PYGM,4243.807027,-5.673687467,0.571830894,-9.921967368,3.34E-23,1.20E-21
KRT76,1647.058108,-5.672630457,0.86141041,-6.585281984,4.54E-11,3.57E-10
WFDC6,1.234371554,-5.636896115,1.169792548,-4.818714333,1.44E-06,5.88E-06
GPR12,15.79335028,-5.628167423,0.734247637,-7.665216935,1.79E-14,2.13E-13
LOC284233,38.15378327,-5.619315783,0.510225004,-11.0134073,3.29E-28,2.03E-26
KRT35,1.746380006,-5.596393935,0.926654129,-6.039355744,1.55E-09,9.88E-09
DHRS7C,82.41926807,-5.585151265,0.924276679,-6.042726588,1.52E-09,9.69E-09
C21orf15,68.49529795,-5.567390057,0.624406117,-8.916296467,4.82E-19,1.04E-17
ATP2B2,79.02253274,-5.547954843,0.384879904,-14.41476881,4.18E-47,2.67E-44
GSTA2,25.26879383,-5.540607323,0.820689946,-6.751157794,1.47E-11,1.22E-10
LOC121952,56.91860004,-5.512506755,0.577060155,-9.552741961,1.26E-21,3.80E-20
ATP2A1,6226.269726,-5.489148855,0.554167363,-9.905218576,3.95E-23,1.41E-21
LECT1,9.136110115,-5.447916465,0.949904418,-5.735225946,9.74E-09,5.51E-08
TNMD,4.28340766,-5.391567117,0.521362466,-10.34130278,4.58E-25,2.04E-23
SLC5A5,111.9382258,-5.388432551,0.479451301,-11.23874842,2.63E-29,1.81E-27
C1orf87,2.176399392,-5.381438263,0.902061406,-5.965711677,2.44E-09,1.50E-08
MS4A8B,6.078772251,-5.374681288,0.891666352,-6.027682074,1.66E-09,1.06E-08
SCGB1D2,5.080756188,-5.359068694,0.803824356,-6.666964806,2.61E-11,2.11E-10
HMGCS2,86.16717438,-5.355874045,0.673075521,-7.957315159,1.76E-15,2.40E-14
GJB1,37.54051621,-5.328704403,0.545783719,-9.763399346,1.62E-22,5.32E-21
CCDC160,11.30367824,-5.311266495,0.507317548,-10.46931358,1.20E-25,5.62E-24
GPD1,348.485007,-5.297789807,0.411755247,-12.86635653,6.96E-38,1.33E-35
NT5C1A,10.81643139,-5.291815922,0.659063807,-8.029292254,9.80E-16,1.37E-14
SPINK9,30.51332937,-5.282243913,1.140103759,-4.633125601,3.60E-06,1.37E-05
CYP2A13,2.921258193,-5.275525107,1.151528907,-4.581322339,4.62E-06,1.72E-05
PRB2,50.5310686,-5.271738366,0.732016675,-7.201664311,5.95E-13,5.90E-12
TAC1,4.229284233,-5.250328694,0.612497032,-8.572006753,1.02E-17,1.84E-16
C3orf43,50.57332781,-5.235372927,0.451995017,-11.58281117,5.04E-31,4.22E-29
PRB1,40.9884391,-5.222310146,0.902911472,-5.783856237,7.30E-09,4.21E-08
TYR,17.73653752,-5.216497642,1.070853418,-4.871346118,1.11E-06,4.61E-06
SCGN,2.227906521,-5.195053005,0.828511656,-6.270343897,3.60E-10,2.52E-09
CRISP2,11.34001995,-5.194292449,1.076027642,-4.827285329,1.38E-06,5.66E-06
CCDC60,13.04984075,-5.189475591,0.80366444,-6.457266655,1.07E-10,8.02E-10
PABPC1L2B,2.437879181,-5.181558715,1.238781027,-4.182788242,2.88E-05,9.41E-05
C14orf180,4.507392847,-5.181393452,1.010276947,-5.128686218,2.92E-07,1.32E-06
DCT,37.15969979,-5.157256424,0.878599373,-5.869861265,4.36E-09,2.59E-08
FSD2,31.09402424,-5.151944491,0.600223111,-8.58338241,9.21E-18,1.69E-16
KCNJ16,29.7963051,-5.134708935,0.593254803,-8.655149377,4.92E-18,9.36E-17
DLK1,125.6865659,-5.129616973,0.756363005,-6.781951179,1.19E-11,1.00E-10
FMO6P,18.58727575,-5.119446713,0.599173215,-8.544184857,1.29E-17,2.32E-16
SCGB3A1,1034.802131,-5.117410659,0.696453542,-7.347813384,2.01E-13,2.12E-12
KRT4,92310.48645,-5.116908966,0.604028291,-8.471306795,2.43E-17,4.23E-16
CHST9,149.7742601,-5.109962024,0.652368024,-7.832943732,4.77E-15,6.21E-14
WFDC2,4042.755074,-5.094289962,0.522138953,-9.756579036,1.73E-22,5.67E-21
LRRTM1,11.19806798,-5.094283176,0.662395244,-7.690700108,1.46E-14,1.77E-13
C8orf22,75.19197153,-5.091762709,0.896391224,-5.680290673,1.34E-08,7.47E-08
ENPP3,38.76173117,-5.071264706,0.41576487,-12.19743435,3.21E-34,3.98E-32
CAPSL,17.22626566,-5.062737871,0.5908319,-8.568829599,1.05E-17,1.89E-16
TMPRSS11B,1114.041834,-5.045236793,0.62501642,-8.072166803,6.91E-16,9.86E-15
KRT33A,25.96016765,-5.042931412,0.416654613,-12.10338552,1.01E-33,1.18E-31
KRT28,0.979528415,-5.037131595,1.819039932,-2.769115458,0.005620871,0.011796516
MYLK3,286.4855172,-5.034566137,0.494620897,-10.17863614,2.47E-24,1.01E-22
PEBP4,84.78060291,-5.02867537,0.593536867,-8.472389255,2.40E-17,4.19E-16
IL22,7.326595315,-5.023666217,0.740363193,-6.785407845,1.16E-11,9.80E-11
ABRA,128.2490093,-5.022960497,0.603583486,-8.321898479,8.66E-17,1.38E-15
SCGB3A2,7.159813911,-5.019489095,0.750950962,-6.684176929,2.32E-11,1.90E-10
PROM1,452.2364181,-5.017991253,0.58484639,-8.580015774,9.49E-18,1.73E-16
KBTBD13,1.654732168,-5.006679056,0.741474762,-6.752325651,1.45E-11,1.21E-10
KRT33B,86.20216696,-5.005326622,0.443849014,-11.27709304,1.70E-29,1.19E-27
C18orf16,2.540894376,-4.995100249,0.736820793,-6.779260701,1.21E-11,1.02E-10
FBXO40,187.3087964,-4.992114674,0.672387287,-7.424463204,1.13E-13,1.23E-12
ERBB4,52.91127334,-4.986603425,0.486341877,-10.25328819,1.14E-24,4.84E-23
AQP4,45.81899564,-4.961067055,0.617210381,-8.037886606,9.14E-16,1.28E-14
GPRC6A,3.115598355,-4.940536657,0.837580646,-5.898580251,3.67E-09,2.21E-08
C1orf130,68.4000587,-4.935808734,0.377458489,-13.07642793,4.49E-39,1.14E-36
CA3,1038.388235,-4.897191316,0.510673838,-9.589665553,8.84E-22,2.69E-20
C10orf81,212.9931171,-4.890977041,0.511886223,-9.554812816,1.24E-21,3.73E-20
C18orf26,417.3259882,-4.886749966,0.698683782,-6.994222697,2.67E-12,2.44E-11
TUSC5,21.17808122,-4.885862358,0.557177042,-8.768958508,1.80E-18,3.61E-17
AZGP1,3639.664572,-4.882548656,0.519044786,-9.406796468,5.11E-21,1.42E-19
MOGAT1,0.769476265,-4.843559277,0.950686584,-5.094801333,3.49E-07,1.56E-06
TGM7,22.62855798,-4.832909976,0.646176958,-7.479236012,7.48E-14,8.29E-13
ENO3,4251.366438,-4.831064493,0.477912881,-10.10867185,5.06E-24,1.99E-22
HEPACAM2,7.280432782,-4.812093153,0.530845184,-9.064965256,1.25E-19,2.90E-18
C1orf173,11.55125058,-4.808927987,0.516824848,-9.304753843,1.34E-20,3.52E-19
VWA5B1,2.037914207,-4.807478652,0.560795894,-8.572599596,1.01E-17,1.83E-16
FLJ43390,1.427620915,-4.789958772,0.662014343,-7.235430499,4.64E-13,4.65E-12
DPCR1,10.49285028,-4.786143843,0.497803548,-9.614523359,6.94E-22,2.15E-20
CA10,4.542643886,-4.784378148,0.499991991,-9.568909562,1.08E-21,3.27E-20
FXYD2,146.9377333,-4.78155026,0.455277668,-10.50249244,8.41E-26,4.06E-24
CCL28,352.0948824,-4.778281202,0.281681855,-16.96339727,1.53E-64,3.04E-61
C13orf39,0.778176589,-4.776582953,1.045489002,-4.568754855,4.91E-06,1.82E-05
CASQ1,1191.179715,-4.762606438,0.594957791,-8.004948436,1.20E-15,1.66E-14
ATP6V1B1,259.8020453,-4.759369864,0.413264236,-11.51652974,1.09E-30,8.82E-29
FNDC5,306.1705152,-4.754407852,0.407227588,-11.67506326,1.71E-31,1.52E-29
C9orf152,53.38027234,-4.74811598,0.449236927,-10.56929137,4.14E-26,2.06E-24
MAL,7864.227453,-4.746802464,0.530800846,-8.942718342,3.80E-19,8.27E-18
RNF186,2.309227168,-4.746037867,0.725283107,-6.543703859,6.00E-11,4.65E-10
LCN1,26.52937755,-4.740242329,0.514090271,-9.220641965,2.95E-20,7.44E-19
MUC21,5232.277382,-4.737457389,0.683740797,-6.928732954,4.25E-12,3.79E-11
PLIN4,681.551012,-4.734795962,0.371804864,-12.73462619,3.80E-37,6.61E-35
MC5R,1.955270792,-4.733768594,0.664846152,-7.120096249,1.08E-12,1.04E-11
SLC7A14,4.49256217,-4.730926784,0.646528393,-7.317430807,2.53E-13,2.63E-12
FAM180B,8.807675702,-4.727611229,0.445185788,-10.61941185,2.42E-26,1.22E-24
ASB11,20.23456743,-4.72525312,0.826840673,-5.714829074,1.10E-08,6.16E-08
MLANA,20.94409609,-4.724026413,0.366234575,-12.89890889,4.57E-38,8.97E-36
PPP1R3A,197.5651576,-4.716587967,0.734236395,-6.423800288,1.33E-10,9.89E-10
NPY5R,2.051043434,-4.715095162,0.614064353,-7.678503298,1.61E-14,1.93E-13
CA4,7.612333722,-4.706358628,0.504355311,-9.331434665,1.04E-20,2.79E-19
TCHH,3161.95653,-4.697307275,0.493141635,-9.525270114,1.65E-21,4.90E-20
KLHL33,12.54280345,-4.692016666,0.547261747,-8.573624395,1.00E-17,1.82E-16
ANGPTL5,4.508309208,-4.688842402,0.568443193,-8.24856812,1.60E-16,2.48E-15
CCDC108,4.663644577,-4.686595323,0.592610874,-7.908385633,2.61E-15,3.49E-14
DNAI1,2.912369626,-4.685311436,0.634838688,-7.380318064,1.58E-13,1.69E-12
SCGB2A1,12.76937007,-4.684655876,0.612865658,-7.643854427,2.11E-14,2.47E-13
SLC34A2,892.1006843,-4.667090733,0.598111666,-7.80304247,6.04E-15,7.78E-14
CIDEA,85.58725283,-4.651878935,0.429076254,-10.84161358,2.19E-27,1.23E-25
ADH1A,3.789115197,-4.649892853,0.628103732,-7.403065152,1.33E-13,1.43E-12
ADH4,6.724677373,-4.639378344,0.63182361,-7.342837887,2.09E-13,2.20E-12
PACRG,11.23790518,-4.634577592,0.378971017,-12.22937214,2.17E-34,2.74E-32
ART1,12.20126941,-4.63439571,0.736021545,-6.296548979,3.04E-10,2.15E-09
RGS22,9.000877128,-4.631072661,0.374620012,-12.36205357,4.19E-35,5.82E-33
MYH7,15983.01149,-4.623845005,0.662112091,-6.983477676,2.88E-12,2.63E-11
STAC2,66.23215889,-4.622369427,0.380925737,-12.13456844,6.93E-34,8.28E-32
ACTN3,44.56815147,-4.619097844,0.408887836,-11.29673577,1.36E-29,9.72E-28
AQP5,682.0109501,-4.569546015,0.578031948,-7.905351996,2.67E-15,3.57E-14
SLC2A4,277.6830478,-4.567126437,0.393094532,-11.61839217,3.32E-31,2.84E-29
HCG22,98.91138565,-4.561616509,0.46872761,-9.731913408,2.20E-22,7.16E-21
TMEM72,0.543567458,-4.560720466,1.252160838,-3.642280072,0.000270234,0.000742236
CD300LG,13.11501704,-4.548358641,0.375767178,-12.10419351,1.00E-33,1.17E-31
BPIL1,3202.352675,-4.543391611,1.243405689,-3.653989725,0.000258197,0.000711143
EFHB,15.43254716,-4.541908465,0.365369069,-12.43101524,1.77E-35,2.57E-33
AQP7,34.91533639,-4.541769876,0.389944923,-11.64720864,2.37E-31,2.08E-29
C6,17.66135607,-4.518760106,0.692879627,-6.521710164,6.95E-11,5.34E-10
MYRIP,47.24770552,-4.518093944,0.330349271,-13.67671838,1.40E-42,5.17E-40
CYP3A4,12.05446622,-4.49516432,0.474233395,-9.478801717,2.57E-21,7.46E-20
TFF1,42.65416805,-4.492042927,0.890884138,-5.042230223,4.60E-07,2.02E-06
TESC,176.8617906,-4.490018584,0.280986002,-15.97950983,1.78E-57,1.96E-54
MORN5,2.041469009,-4.482833108,0.757081861,-5.921199992,3.20E-09,1.94E-08
KRT32,26.99710991,-4.482657783,0.373918136,-11.98834011,4.09E-33,4.51E-31
GADL1,12.71019021,-4.474839788,0.576156224,-7.766712573,8.05E-15,1.02E-13
BMP3,57.12062781,-4.467915119,0.567854514,-7.868063048,3.60E-15,4.76E-14
MYOZ1,2046.220837,-4.467041221,0.555855414,-8.036336631,9.26E-16,1.30E-14
LOC121838,36.09950337,-4.449066304,0.905704993,-4.912268718,9.00E-07,3.80E-06
LOC728606,4.386063199,-4.433280461,0.911889906,-4.861640018,1.16E-06,4.82E-06
FAM3D,935.6987579,-4.432917503,0.421929641,-10.50629554,8.08E-26,3.93E-24
TYRP1,119.501612,-4.429730904,0.478169918,-9.263926354,1.97E-20,5.08E-19
NME5,11.53814942,-4.429450162,0.364303063,-12.15869592,5.16E-34,6.32E-32
NRG2,27.63098676,-4.428980825,0.328988988,-13.46239841,2.60E-41,8.61E-39
CLDN10,261.5948943,-4.422501851,0.604089586,-7.320937081,2.46E-13,2.57E-12
ARSF,28.91667793,-4.414315181,0.546804252,-8.072935,6.86E-16,9.80E-15
LDB3,1931.472929,-4.412419606,0.516221889,-8.547525198,1.26E-17,2.25E-16
C10orf107,8.683204594,-4.401962116,0.423176162,-10.40219774,2.42E-25,1.11E-23
AGR3,35.71095344,-4.40125705,0.847066774,-5.195879696,2.04E-07,9.44E-07
MYH6,852.7320287,-4.400722602,0.682494952,-6.447992892,1.13E-10,8.49E-10
EXTL1,59.34128876,-4.396565866,0.463908845,-9.477219308,2.61E-21,7.56E-20
TPPP2,0.875306147,-4.396402961,0.448811992,-9.795645032,1.18E-22,3.94E-21
TRPV6,131.8009182,-4.396225778,0.441355341,-9.960739957,2.26E-23,8.29E-22
LOC643763,8.437120471,-4.389425556,0.48977239,-8.962174363,3.18E-19,6.95E-18
MYH2,34545.10374,-4.385733704,0.773721859,-5.668359567,1.44E-08,7.98E-08
KRT40,9.270665076,-4.378452661,0.656021868,-6.674248035,2.49E-11,2.02E-10
CCDC129,11.6801896,-4.377633223,0.703000237,-6.227072188,4.75E-10,3.26E-09
OLFM4,1327.270918,-4.359156823,0.669964335,-6.506550566,7.69E-11,5.88E-10
PCDHA12,7.205529823,-4.345786332,0.753722929,-5.765761086,8.13E-09,4.65E-08
CRNN,24214.7846,-4.340461994,0.644789755,-6.731592678,1.68E-11,1.39E-10
KRT25,6.584731125,-4.33668924,1.220262033,-3.553900002,0.000379564,0.001014983
MB,11867.86163,-4.333302878,0.553478661,-7.829213989,4.91E-15,6.38E-14
UPK3A,8.659638742,-4.330615795,0.383650172,-11.28792873,1.51E-29,1.06E-27
CLCNKA,12.33684114,-4.32883306,0.429782844,-10.07214019,7.34E-24,2.83E-22
TNNC2,3313.43126,-4.326070548,0.562925613,-7.684977289,1.53E-14,1.84E-13
LRRC31,6.557481499,-4.320678416,1.089996702,-3.963937145,7.37E-05,0.000223982
PGAM2,736.2220713,-4.319511992,0.381806808,-11.31334462,1.13E-29,8.13E-28
CKM,19262.98337,-4.318184173,0.598487594,-7.215160713,5.39E-13,5.36E-12
TCHHL1,157.3295063,-4.317852584,0.524576307,-8.231123919,1.85E-16,2.85E-15
KRTAP9-8,5.328180336,-4.312515198,0.998801425,-4.317690272,1.58E-05,5.38E-05
TSPAN8,81.10177824,-4.3123206,0.520244128,-8.289032725,1.14E-16,1.80E-15
MT1A,34.67409319,-4.309894833,0.386496762,-11.15117966,7.07E-29,4.66E-27
PCDP1,4.193064562,-4.297730429,0.452082585,-9.506516225,1.97E-21,5.79E-20
C1orf158,1.6632318,-4.292763245,0.99144464,-4.329806294,1.49E-05,5.12E-05
C12orf39,4.870634874,-4.292757702,0.629480645,-6.819522943,9.13E-12,7.81E-11
PCP4,4.977773586,-4.290078991,0.715641438,-5.994732507,2.04E-09,1.27E-08
UGT2A1,11.55667064,-4.270694416,0.735020242,-5.810308578,6.24E-09,3.64E-08
FCN2,0.530475097,-4.268309045,1.141342884,-3.739725463,0.000184221,0.000520919
AMPD1,300.2047475,-4.267236335,0.561318976,-7.60215941,2.91E-14,3.36E-13
MYH13,76.36547429,-4.266455967,0.518697999,-8.225317965,1.95E-16,2.98E-15
IL17F,3.975834352,-4.263556779,0.582014068,-7.325521858,2.38E-13,2.49E-12
BSND,4.853053234,-4.261912936,0.608144707,-7.008057267,2.42E-12,2.22E-11
ASB15,28.91676046,-4.244954224,0.714580825,-5.940481576,2.84E-09,1.74E-08
PDK4,2091.75883,-4.243466639,0.424648888,-9.992882958,1.64E-23,6.08E-22
TMEM229A,0.771841375,-4.234268077,0.747578191,-5.663980207,1.48E-08,8.17E-08
KIAA1324,893.1551529,-4.231509352,0.388780603,-10.88405471,1.37E-27,7.94E-26
ADH6,3.904815983,-4.226321794,0.400900402,-10.54207422,5.53E-26,2.72E-24
TCEAL2,45.43438919,-4.221311569,0.402256463,-10.49408015,9.20E-26,4.42E-24
ESRRG,73.04387144,-4.216606013,0.467879158,-9.012168934,2.02E-19,4.58E-18
SBK2,8.187907365,-4.216013024,0.719586556,-5.858938009,4.66E-09,2.76E-08
C7,202.9396113,-4.215580317,0.513988455,-8.201702339,2.37E-16,3.58E-15
SPINK8,0.955121203,-4.215001893,0.787132538,-5.354882042,8.56E-08,4.20E-07
PPP1R9A,79.81299838,-4.209718041,0.415769995,-10.12511266,4.27E-24,1.70E-22
FOLR1,222.1631249,-4.199493503,0.518499983,-8.09931271,5.53E-16,8.00E-15
ADCY8,5.506999644,-4.192128056,0.826452274,-5.072438167,3.93E-07,1.74E-06
NCRNA00093,2.474708044,-4.191751438,0.449907647,-9.316915288,1.20E-20,3.17E-19
NPY6R,75.76079733,-4.188892252,0.610609867,-6.860177797,6.88E-12,5.99E-11
HSD17B13,8.574269329,-4.179655689,0.298415945,-14.00614061,1.43E-44,7.27E-42
C1orf88,65.44006035,-4.178766426,0.306783857,-13.62120704,3.00E-42,1.04E-39
CXorf41,0.673833981,-4.177651887,1.118455604,-3.735196884,0.000187568,0.000530006
TMCO5A,0.551424775,-4.173774522,1.139867436,-3.66163151,0.000250614,0.000691796
MYOM1,1366.569975,-4.166164527,0.463798621,-8.982701402,2.64E-19,5.83E-18
ADRA1A,4.275731093,-4.154129682,0.50549834,-8.217889864,2.07E-16,3.15E-15
MSTN,9.158358935,-4.152647935,0.371940464,-11.16481894,6.06E-29,4.04E-27
PPP1R1A,318.6254553,-4.150638559,0.613585165,-6.764567981,1.34E-11,1.12E-10
LRRC30,4.380734339,-4.147374812,0.769479712,-5.389842964,7.05E-08,3.51E-07
MUC5B,7766.103525,-4.137182011,0.730693384,-5.66199462,1.50E-08,8.26E-08
LYZ,22641.08372,-4.12998407,0.327569563,-12.60796038,1.91E-36,3.08E-34
NEK10,21.79725722,-4.111136551,0.313306873,-13.12175665,2.47E-39,6.75E-37
NKX6-2,0.693217508,-4.102642834,0.85192864,-4.815711834,1.47E-06,5.97E-06
ATP1A2,1650.298236,-4.102279043,0.542661389,-7.559555785,4.04E-14,4.59E-13
HSPB6,3657.38428,-4.099716664,0.455525958,-8.999962765,2.26E-19,5.06E-18
C1orf230,1.941249707,-4.096894255,0.506849021,-8.083066332,6.32E-16,9.06E-15
SMYD1,689.3702941,-4.094569323,0.701879717,-5.833719403,5.42E-09,3.18E-08
CLDN3,170.7006404,-4.094520413,0.578731976,-7.074985629,1.49E-12,1.42E-11
CASC1,12.7524136,-4.091123217,0.343964335,-11.89403318,1.27E-32,1.29E-30
SIAH3,4.063852453,-4.084583845,0.490544047,-8.326640333,8.32E-17,1.33E-15
FOXI1,22.39413677,-4.077548325,0.820058968,-4.972262342,6.62E-07,2.85E-06
ARHGEF38,2.497115199,-4.063083732,0.663217407,-6.126322514,8.99E-10,5.95E-09
MYH4,222.5894937,-4.056649911,0.76300875,-5.316649269,1.06E-07,5.11E-07
LOC729467,0.975242405,-4.045562962,0.54536212,-7.418122404,1.19E-13,1.29E-12
FAM3B,406.6231885,-4.042180332,0.492276145,-8.211204978,2.19E-16,3.32E-15
PABPC1L2A,0.508512744,-4.03972452,1.519751855,-2.658147451,0.007857151,0.015982571
GDF5,29.7027233,-4.029897219,0.387633202,-10.39616111,2.58E-25,1.17E-23
MOGAT2,13.03327789,-4.027001496,0.607639573,-6.627286428,3.42E-11,2.73E-10
TMEM132C,24.55322681,-4.025564018,0.445898212,-9.027988707,1.75E-19,3.99E-18
TOX3,30.40581795,-4.020424123,0.645071979,-6.232520179,4.59E-10,3.16E-09
SLC27A6,60.65450633,-4.006328506,0.539401177,-7.427363299,1.11E-13,1.21E-12
SFTA2,21.24536059,-4.004034097,0.606908776,-6.597423298,4.18E-11,3.31E-10
PROKR2,0.53144604,-4.003115179,1.314061012,-3.046369341,0.002316231,0.005282413
ZP2,2.690409852,-3.995568374,0.561671479,-7.113710636,1.13E-12,1.09E-11
